normal_image src,hover_image src,lazy_href,lazy_href href,part_number 2,key_details,key_details 2,key_details 3,ellip,morelink,morelink href,final-price,text 3,key_details 4,key_details 5,key_details 6,key_details 7,key_details 8,key_details 9,key_details 10,key_details 11,key_details 12,key_details 13,key_details 14,key_details 15,key_details 16,key_details 17,key_details 18
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjE0NjZ8aW1hZ2UvanBlZ3xoNWEvaDNhLzExNzIzNDY1NzE5ODM4LmpwZ3wzNzgzMDA1Y2Y3ODg0ZTM5M2RhYTg4NDIxNjkyZmI5ZDlhYzUwMGNlMjVhMTU1NzQwMzdmZmI2ODNkYTRiYWI3/6840B426-5D1C-4A55-B9D7-D0ED7C1C3E9C.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjE0NjZ8aW1hZ2UvanBlZ3xoNWEvaDNhLzExNzIzNDY1NzE5ODM4LmpwZ3wzNzgzMDA1Y2Y3ODg0ZTM5M2RhYTg4NDIxNjkyZmI5ZDlhYzUwMGNlMjVhMTU1NzQwMzdmZmI2ODNkYTRiYWI3/6840B426-5D1C-4A55-B9D7-D0ED7C1C3E9C.jpg,Dead Rising 4 - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Action/78016233,78016233,Frank West returns,Open World Sandbox,Anything and everything are a weapon,,,,$29.99,$0.90,Frank West returns,Open World Sandbox,Anything and everything are a weapon,Two advanced classes of zombies,Step inside the EXO suit,Engaging multiplayer,Two advanced classes of zombies,Step inside the EXO suit,Engaging multiplayer,Activation Instructions,1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.,Activation Instructions,1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTk2MDd8aW1hZ2UvanBlZ3xoNzYvaGVhLzExNjA5NzYzNTEyMzUwLmpwZ3xlOGE3MjJmMmRjNjZiNzVmNGEwZmM1ZTBkYjJlMzgxYmMxZjExMzY1ZWE1ODM3NmZhZTA3NDcyYzlkNTM3ZjAw/E6D3C718-AEAE-4AAF-AD86-2D1FBE6CFF0C.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTk2MDd8aW1hZ2UvanBlZ3xoNzYvaGVhLzExNjA5NzYzNTEyMzUwLmpwZ3xlOGE3MjJmMmRjNjZiNzVmNGEwZmM1ZTBkYjJlMzgxYmMxZjExMzY1ZWE1ODM3NmZhZTA3NDcyYzlkNTM3ZjAw/E6D3C718-AEAE-4AAF-AD86-2D1FBE6CFF0C.jpg,Batman Arkham Knight Premium Edition - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Adventure/78015430,78015430,Introducing the Batmobile,Epic conclusion to Rocksteady's Arkham trilogy,Explore the entirety of Gotham City,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Adventure/78015430,$39.99,$1,Introducing the Batmobile,Epic conclusion to Rocksteady's Arkham trilogy,Explore the entirety of Gotham City,Most wanted side missions,New combat and gadget features,Activation Instructions,Most wanted side missions,New combat and gadget features,Activation Instructions,Activation key must be used on a valid Steam account. Requires an internet connection.,1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.,Activation key must be used on a valid Steam account. Requires an internet connection.,1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTkyMDJ8aW1hZ2UvanBlZ3xoN2MvaDFiLzExNjA4MDQ3Mjg4MzUwLmpwZ3wzN2M0N2M4MDQ4MWI5MzgwNWUzZmI3YmM2MzEyMGJmNjI5OWFiN2Y3ZWRmZjljNWIxZWI2MDY4YzBmNTA5ZmJk/F1AFD2E8-D549-442B-B9F2-113C6C34C3B4.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTkyMDJ8aW1hZ2UvanBlZ3xoN2MvaDFiLzExNjA4MDQ3Mjg4MzUwLmpwZ3wzN2M0N2M4MDQ4MWI5MzgwNWUzZmI3YmM2MzEyMGJmNjI5OWFiN2Y3ZWRmZjljNWIxZWI2MDY4YzBmNTA5ZmJk/F1AFD2E8-D549-442B-B9F2-113C6C34C3B4.jpg,Resident Evil 7 biohazard Gold Edition - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Action/78015948,78015948,Activation Instructions,1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.,,,,$50.38,$1,Activation Instructions,1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.,3. Follow the onscreen instructions to complete the process.,,,3. Follow the onscreen instructions to complete the process.,,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTEyMjB8aW1hZ2UvanBlZ3xoNTMvaDFjLzEyNjg3NTUzNzU3MjE0LmpwZ3w3MjZiOWJjNzQ3NjgwNDEzYzJiNDljM2MzMGRkZDM0MWNjM2M0NjRiN2ExN2VhZTYxZDdmYTU1ZDE3NjcxMzdh/8C4E0CE8-4ACC-4AFC-8A65-0FA33BF61443.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTEyMjB8aW1hZ2UvanBlZ3xoNTMvaDFjLzEyNjg3NTUzNzU3MjE0LmpwZ3w3MjZiOWJjNzQ3NjgwNDEzYzJiNDljM2MzMGRkZDM0MWNjM2M0NjRiN2ExN2VhZTYxZDdmYTU1ZDE3NjcxMzdh/8C4E0CE8-4ACC-4AFC-8A65-0FA33BF61443.jpg,Days Gone - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Action/78017528,78017528,A striking setting,Brutal encounters,An ever-changing environment,,,,$49.99,$1,A striking setting,Brutal encounters,An ever-changing environment,A compelling story,Activation Instructions,NOTICE: Activation key must be used on a valid Steam account. Requires an Internet connection.,A compelling story,Activation Instructions,NOTICE: Activation key must be used on a valid Steam account. Requires an Internet connection.,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTk2OTl8aW1hZ2UvanBlZ3xoNjAvaGQ3LzExNjA4MDM0NTA4ODMwLmpwZ3xhOGVlMzZjZWQ1ZmFkMDFiNjc4NGNkNWE3MzdmNDIxYzFlZTRhMTg1MjQ1OWRiNzk1YzIwMjlkZmIyM2UwZGYz/F05FDF7D-9A0A-463F-89B9-D19A315800CC.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTk2OTl8aW1hZ2UvanBlZ3xoNjAvaGQ3LzExNjA4MDM0NTA4ODMwLmpwZ3xhOGVlMzZjZWQ1ZmFkMDFiNjc4NGNkNWE3MzdmNDIxYzFlZTRhMTg1MjQ1OWRiNzk1YzIwMjlkZmIyM2UwZGYz/F05FDF7D-9A0A-463F-89B9-D19A315800CC.jpg,Resident Evil 2 Deluxe Edition - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Action/78015946,78015946,A spine-chilling reimagining of a horror classic,A whole new perspective,Terrifyingly realistic visuals,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Action/78015946,$49.99,$1,A spine-chilling reimagining of a horror classic,A whole new perspective,Terrifyingly realistic visuals,Face the grotesque hordes,Iconic series defining gameplay,See favorite characters in a whole new light,Face the grotesque hordes,Iconic series defining gameplay,See favorite characters in a whole new light,Step into the rookie shoes of both heroes,Activation Instructions,NOTICE: Activation key must be used on a valid Steam account. Requires an internet connection.,Step into the rookie shoes of both heroes,Activation Instructions,NOTICE: Activation key must be used on a valid Steam account. Requires an internet connection.
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTQ1NjV8aW1hZ2UvanBlZ3xoMzIvaGNkLzEyNjgxMTI3NzIzMDM4LmpwZ3w4OGQ3OTJiOTE1YjFjMzk0MWZhOGQ2MGE2NzkyZjA4YjRiY2M3MWM1NmM3MDE2ODFjNDEyMzkzN2ZjNjA1YmUw/5B9CAEDB-0FF8-4664-A508-FDF4073F2A01.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTQ1NjV8aW1hZ2UvanBlZ3xoMzIvaGNkLzEyNjgxMTI3NzIzMDM4LmpwZ3w4OGQ3OTJiOTE1YjFjMzk0MWZhOGQ2MGE2NzkyZjA4YjRiY2M3MWM1NmM3MDE2ODFjNDEyMzkzN2ZjNjA1YmUw/5B9CAEDB-0FF8-4664-A508-FDF4073F2A01.jpg,Resident Evil Village Deluxe Edition - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Action/78017524,78017524,Activation Instructions,NOTICE: Activation key must be used on a valid Steam account. Requires an Internet connection.,,,,,$71.52,$2,Activation Instructions,NOTICE: Activation key must be used on a valid Steam account. Requires an Internet connection.,,,,,,,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTk3MDF8aW1hZ2UvanBlZ3xoZmQvaDcwLzExNjA5NDg2MTYzOTk4LmpwZ3wwMTMyODdhZmVhY2E1NmEzMmMwZmU5ODNmODMxOTc4OGZjMGEwNDY5NjkxZDEyNjBkODUzYzc5OGI3OWNlZTg3/25C16764-1BE5-4410-8A26-ADD1BDA670FB.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8Mjg5NDR8aW1hZ2UvanBlZ3xoODcvaDc2LzExNjA5NDg2MzYwNjA2LmpwZ3xhMjMyM2Q2NWQwMjAxYmJkZGU2OGJmYzUzMDZiMzY3YzJlNTdiMDM0OGEwOTdmNWU2MWE1YzE2NDkwNjJhMDM0/3B8A78E9-5169-49CB-8BBA-D96DE0DBC69F.jpg,Grand Theft Auto Online: Megalodon Shark Cash Card - DLC - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Action/78015497,78015497,Activation Instructions,Notice: Requires internet connection. Requires the base game Grand Theft Auto V for PC in order to play. Activation key must be used on a valid Rockstar Social Club account.,1.Login to your Rockstar Social Club account or create a new account.,,,,$99.99,$3,Activation Instructions,Notice: Requires internet connection. Requires the base game Grand Theft Auto V for PC in order to play. Activation key must be used on a valid Rockstar Social Club account.,1.Login to your Rockstar Social Club account or create a new account.,2.Click on your account picture in the top right corner.,"3.Next, locate ""Game Downloads"" and click on it.","4.Click on ""Use Rockstar Code"", enter your code and click ""Activate""",2.Click on your account picture in the top right corner.,"3.Next, locate ""Game Downloads"" and click on it.","4.Click on ""Use Rockstar Code"", enter your code and click ""Activate""",,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTcwMzZ8aW1hZ2UvanBlZ3xoYzUvaGNmLzExNzIzNjc3MzY4MzUwLmpwZ3w0ZDZhY2Y2MmJhMGExN2MyM2QyODVjZTM0MjFmZjM5Njg0Y2NhNGQ0MGEyM2FjMjI4YWUwN2MwMTY2NTg1ODE0/CFAEC267-978A-41D0-98D4-1FE4C7BC8F8F.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTcwMzZ8aW1hZ2UvanBlZ3xoYzUvaGNmLzExNzIzNjc3MzY4MzUwLmpwZ3w0ZDZhY2Y2MmJhMGExN2MyM2QyODVjZTM0MjFmZjM5Njg0Y2NhNGQ0MGEyM2FjMjI4YWUwN2MwMTY2NTg1ODE0/CFAEC267-978A-41D0-98D4-1FE4C7BC8F8F.jpg,"Lovecraft's Untold Stories - Mac, Windows",https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Action/78016249,78016249,Fight hundreds of different monsters from the Cthulhu Mythos in this intense action rogue-lite,"Explore Lovecraft's stories: every character has a storyline that crosses randomly generated levels set in different locations from Lovecraft's stories, such as the hospital, the jungle, or the port city just to name a few","Face the Great Old Ones: Great Cthulhu, Nyarlathotep, Dagon, Shub-Niggurath, and Azathoth await you in special levels",...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Action/78016249,$3.75,$0.11,Fight hundreds of different monsters from the Cthulhu Mythos in this intense action rogue-lite,"Explore Lovecraft's stories: every character has a storyline that crosses randomly generated levels set in different locations from Lovecraft's stories, such as the hospital, the jungle, or the port city just to name a few","Face the Great Old Ones: Great Cthulhu, Nyarlathotep, Dagon, Shub-Niggurath, and Azathoth await you in special levels",Investigate thoroughly: explore every corner to find secret,,,Investigate thoroughly: explore every corner to find secret,,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8Mzk3NjR8aW1hZ2UvanBlZ3xoMjAvaDU0LzEyNjgwOTMzMjEyMTkwLmpwZ3xkMWM1Nzk4ZWU3ZWYzYjRmYTZmZjk0MTM3NzYwZjdhMGM3ZmJmYjY4M2FhYTg3ZjYzZDM2Yjk3ODIxNjEzOTM2/A5BC8838-F6E8-4A04-8321-D330C56139D3.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8Mzc5Nzh8aW1hZ2UvanBlZ3xoODEvaDVjLzEyNjgwOTMzNjA1NDA2LmpwZ3xiNWVkNTQ2YTE4NjkxMmMwOGU3ZDI2ZTNjMGM5NTNkMjEwMDhkNDUwOWI2ZDI4YzNmMGViYzViNTNjZTEyMDY4/42E634B0-E0D8-419A-85E6-66BCE7C73D0C.jpg,Gothic 3 - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Action/78019136,78019136,Specially designed easy combat system,Clear main goals - story driven yet dictated by player's choice,Huge free-roaming world - virtually no boundaries,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Action/78019136,$2.49,$0.07,Specially designed easy combat system,Clear main goals - story driven yet dictated by player's choice,Huge free-roaming world - virtually no boundaries,Advanced human behavior AI for hundreds of individual characters with full audio dialogs,Countless side - quests for the player to choose from,Over 50 different monsters and animals and dozens of human enemies,Advanced human behavior AI for hundreds of individual characters with full audio dialogs,Countless side - quests for the player to choose from,Over 50 different monsters and animals and dozens of human enemies,Over 50 different powerful spells and over a hundred different weapons,Unique class-free character development,Activation Instruc,Over 50 different powerful spells and over a hundred different weapons,Unique class-free character development,Activation Instruc
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTYwMzd8aW1hZ2UvanBlZ3xoZTYvaDhlLzEyMzczODc0NzY5OTUwLmpwZ3wwNDQ4NWViYTVhZjAxNWQyNzljNDY1ZTIyNGExNmEzNzFhOTMzMzA5YTBhOWNhMWMyYjk4NmQwMjE1ODRjM2Qz/B8424253-643A-41CF-A3EE-DBB0BBE686DD.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTYwMzd8aW1hZ2UvanBlZ3xoZTYvaDhlLzEyMzczODc0NzY5OTUwLmpwZ3wwNDQ4NWViYTVhZjAxNWQyNzljNDY1ZTIyNGExNmEzNzFhOTMzMzA5YTBhOWNhMWMyYjk4NmQwMjE1ODRjM2Qz/B8424253-643A-41CF-A3EE-DBB0BBE686DD.jpg,"Serial Cleaner - Mac, Windows, Linux",https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Action/78041471,78041471,70s-inspired setting and funky soundtrack,Real-world data to modify levels according to the current time of day in the player's whereabouts,Full story-driven campaign,,,,$3.00,$0.09,70s-inspired setting and funky soundtrack,Real-world data to modify levels according to the current time of day in the player's whereabouts,Full story-driven campaign,Challenge modes,Activation Instructions,NOTICE: Activation key must be used on a valid Steam account. Requires an Internet connection.,Challenge modes,Activation Instructions,NOTICE: Activation key must be used on a valid Steam account. Requires an Internet connection.,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjM2NzZ8aW1hZ2UvanBlZ3xoNjAvaDY2LzEyNjg3NDQ4ODk5NjE0LmpwZ3xkOTNkOTU4NDdlYjFmNmY0ZjQ0MjQ3MWNmOTk4ZjllMTgyMjFmYzUxMzcwMjI1MTdlMTE1Y2Y5MjAzMjg1N2Rm/CF5581A0-D19E-4FE6-8C78-059DBD8284D3.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjM2NzZ8aW1hZ2UvanBlZ3xoNjAvaDY2LzEyNjg3NDQ4ODk5NjE0LmpwZ3xkOTNkOTU4NDdlYjFmNmY0ZjQ0MjQ3MWNmOTk4ZjllMTgyMjFmYzUxMzcwMjI1MTdlMTE1Y2Y5MjAzMjg1N2Rm/CF5581A0-D19E-4FE6-8C78-059DBD8284D3.jpg,Marlow Briggs and the Mask of Death - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Action/78019024,78019024,Fight the enemies of freedom with stacks of awesome combos and magic abilities,Single handedly destroy hundreds of enemies,Deploy mighty weapons of destruction,,,,$4.99,$0.15,Fight the enemies of freedom with stacks of awesome combos and magic abilities,Single handedly destroy hundreds of enemies,Deploy mighty weapons of destruction,Leap out of huge explosions in slow motion,Reveal the deadly secrets of the Mayans,Save the entire planet,Leap out of huge explosions in slow motion,Reveal the deadly secrets of the Mayans,Save the entire planet,Activation Instructions,NOTICE: Activation key must be used on a valid Steam account. Requires an Internet connection.,,Activation Instructions,NOTICE: Activation key must be used on a valid Steam account. Requires an Internet connection.,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTU3MDl8aW1hZ2UvanBlZ3xoZjcvaDIxLzExNjI2MzgzOTAwNzAyLmpwZ3wxY2Y1ODgwOGVjM2U4M2E5NGNjNDFiODUwMWJjMDA2YzVmYmRjM2M1ZmYzODBkYTEyM2Q3Y2Q0NGRjNTg1NjAw/E80F4F95-08F8-4097-9680-110C756BDEF2.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTU3MDl8aW1hZ2UvanBlZ3xoZjcvaDIxLzExNjI2MzgzOTAwNzAyLmpwZ3wxY2Y1ODgwOGVjM2U4M2E5NGNjNDFiODUwMWJjMDA2YzVmYmRjM2M1ZmYzODBkYTEyM2Q3Y2Q0NGRjNTg1NjAw/E80F4F95-08F8-4097-9680-110C756BDEF2.jpg,"Dead Age 2 - Mac, Windows, Linux",https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Action/78017364,78017364,More complex story with no knowledge of the previous storyline necessary: if you haven't played Dead Age you will still be able to follow the diverse story of Dead Age 2 without difficulty,Improved combat system: with fast-paced yet strategic battles and use of up to 24 skills,Faction reputation system: increase your standing with the three major factions to reap rewards and improve trade,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Action/78017364,$6.75,$0.20,More complex story with no knowledge of the previous storyline necessary: if you haven't played Dead Age you will still be able to follow the diverse story of Dead Age 2 without difficulty,Improved combat system: with fast-paced yet strategic battles and use of up to 24 skills,Faction reputation system: increase your standing with the three major factions to reap rewards and improve trade,"3D base-management: assign tasks to survivors, craft items and expand you camp's capabilities for improv",,,"3D base-management: assign tasks to survivors, craft items and expand you camp's capabilities for improv",,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjU2MDJ8aW1hZ2UvanBlZ3xoY2IvaDIyLzExNzIzNTE3ODIwOTU4LmpwZ3wzMWZhMTU0N2M1MTI5NzQ5YjVmNzI0NzcwMWUyNDE2YmNiNjJiODk1ZjQ4MDI2OTZiNWM2NTdlZDU0MGMzZGQ4/81F25972-4B65-4885-89F3-0134A2792608.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjU2MDJ8aW1hZ2UvanBlZ3xoY2IvaDIyLzExNzIzNTE3ODIwOTU4LmpwZ3wzMWZhMTU0N2M1MTI5NzQ5YjVmNzI0NzcwMWUyNDE2YmNiNjJiODk1ZjQ4MDI2OTZiNWM2NTdlZDU0MGMzZGQ4/81F25972-4B65-4885-89F3-0134A2792608.jpg,High Speed Cataclysm - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Action/78016811,78016811,Battle in closed arenas,Extremely intense fights,Dozens of skins to unlock,,,,$5.99,$0.18,Battle in closed arenas,Extremely intense fights,Dozens of skins to unlock,Great variety of arenas,Several play modes,Activation Instructions,Great variety of arenas,Several play modes,Activation Instructions,NOTICE: Activation key must be used on a valid Steam account. Requires Internet connection.,,,NOTICE: Activation key must be used on a valid Steam account. Requires Internet connection.,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjEwOTB8aW1hZ2UvanBlZ3xoNTcvaGE0LzExNjA1ODE1MDAxMTE4LmpwZ3wxNTIzZmY5MDc1ZmU5YmI3MTI2ZTNlYWUyOTRjOTE5MDdhNWExYzY0YTBjOTM2YjI2OWU3NTkyMDQxMTVjZmQz/CF54F2A0-9ED1-4399-BE95-0769785A286C.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjEwOTB8aW1hZ2UvanBlZ3xoNTcvaGE0LzExNjA1ODE1MDAxMTE4LmpwZ3wxNTIzZmY5MDc1ZmU5YmI3MTI2ZTNlYWUyOTRjOTE5MDdhNWExYzY0YTBjOTM2YjI2OWU3NTkyMDQxMTVjZmQz/CF54F2A0-9ED1-4399-BE95-0769785A286C.jpg,TinyShot - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Action/78016964,78016964,The art style is a mix of realistic nature elements with flash/cartoony looking creatures,The game-feel is one of the most important elements that is designed to satisfy the player,Challenging boss battles and enemies,,,,$6.69,$0.20,The art style is a mix of realistic nature elements with flash/cartoony looking creatures,The game-feel is one of the most important elements that is designed to satisfy the player,Challenging boss battles and enemies,Random Items to be picked in the battlefield,Activation Instructions,NOTICE: Activation key must be used on a valid Steam account. Requires an Internet connection.,Random Items to be picked in the battlefield,Activation Instructions,NOTICE: Activation key must be used on a valid Steam account. Requires an Internet connection.,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MzAxNTN8aW1hZ2UvanBlZ3xoMjgvaDRmLzExNjA5NjczNzI4MDMwLmpwZ3w1ZjU5NWUwMjA1MjBlYmNlZjBkZTM4YTM1NDUyZjkzYzJkNzI2ZTMyNTI1M2IxN2ZjMWMwMjViNWY1ODRjOTYz/5E44BE2E-16EE-4D75-91F7-F50365CD52AC.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTk3MTB8aW1hZ2UvanBlZ3xoYTAvaGJlLzExNjA5NjczOTI0NjM4LmpwZ3xiYmIyNmZiMTNjMjFkZWRhZjljY2E2ODk3YmJiYzAxNDkxNWZmMDUyMGVjNWU4MGY3NTk1YjFkYWQ4NDU4YTYy/6CEDA8FB-7D17-4BC3-ABB0-CF33D7A39539.jpg,Grand Theft Auto Online: Tiger Shark Cash Card - DLC - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Action/78015437,78015437,Activation Instructions,Notice: Requires internet connection. Requires the base game Grand Theft Auto V for PC in order to play.,1.Login to your Rockstar Social Club account or create a new account.,,,,$4.99,$0.15,Activation Instructions,Notice: Requires internet connection. Requires the base game Grand Theft Auto V for PC in order to play.,1.Login to your Rockstar Social Club account or create a new account.,2.Click on your account picture in the top right corner.,"3.Next, locate ""Game Downloads"" and click on it.","4.Click on ""Use Rockstar Code"", enter your code and click ""Activate""",2.Click on your account picture in the top right corner.,"3.Next, locate ""Game Downloads"" and click on it.","4.Click on ""Use Rockstar Code"", enter your code and click ""Activate""",,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjMyOTl8aW1hZ2UvanBlZ3xoYzIvaDY0LzExNjQ4MDg3MjI4NDQ2LmpwZ3wyYzMwZDg1ZDc2MWQzNjM5MDczZGNiYjAyNzM4OTNmMjY3OTg2NzkxMWM3YzNjYjM4MDU2NTJiODFkMDI2Njgx/D6BCCBC4-A442-4762-89A8-E19DE213C4D6.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjMyOTl8aW1hZ2UvanBlZ3xoYzIvaDY0LzExNjQ4MDg3MjI4NDQ2LmpwZ3wyYzMwZDg1ZDc2MWQzNjM5MDczZGNiYjAyNzM4OTNmMjY3OTg2NzkxMWM3YzNjYjM4MDU2NTJiODFkMDI2Njgx/D6BCCBC4-A442-4762-89A8-E19DE213C4D6.jpg,"Penarium - Mac, Windows, Linux",https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Action/78017177,78017177,3 arenas,4 game modes,Campaign mode featuring 30 challenges,,,,$9.99,$0.30,3 arenas,4 game modes,Campaign mode featuring 30 challenges,Arcade mode featuring over a dozen of unlockable power-ups,COOP and VS local multiplayer,Online leaderboards,Arcade mode featuring over a dozen of unlockable power-ups,COOP and VS local multiplayer,Online leaderboards,Dark comical dialog and cutscenes,Activation Instructions,NOTICE: Activation key must be used on a valid Steam account. Requires an Internet connection.,Dark comical dialog and cutscenes,Activation Instructions,NOTICE: Activation key must be used on a valid Steam account. Requires an Internet connection.
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTgwMjZ8aW1hZ2UvanBlZ3xoODgvaDkwLzExNjY3MzMxMDg4NDE0LmpwZ3xkY2ViMmM0YjhhMDU3YTM1MjMyYWViYzRkNjRlNTdlZTQ0YTJkODZkYmFkNTU0OWU5MDY1N2I3MzRhOGFjYWQ1/0B831348-8828-4513-8326-FCE31388D281.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTgwMjZ8aW1hZ2UvanBlZ3xoODgvaDkwLzExNjY3MzMxMDg4NDE0LmpwZ3xkY2ViMmM0YjhhMDU3YTM1MjMyYWViYzRkNjRlNTdlZTQ0YTJkODZkYmFkNTU0OWU5MDY1N2I3MzRhOGFjYWQ1/0B831348-8828-4513-8326-FCE31388D281.jpg,Alien Breed 2 Assault - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Action/78017043,78017043,"Survive the assault - an action-packed mix of arcade-shooter, survival-horror and tactical weapons upgrades and customization",Set pieces - fight the breed through the vertical climb section and the mounted gun battle,Fight the alien horde with the hardened armor and weaponry,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Action/78017043,$9.99,$0.30,"Survive the assault - an action-packed mix of arcade-shooter, survival-horror and tactical weapons upgrades and customization",Set pieces - fight the breed through the vertical climb section and the mounted gun battle,Fight the alien horde with the hardened armor and weaponry,Take on the alien enemies - the 'webber' alien and endure dramatic encounters with shocking bosses,Epic single-player story mode - the single-player campaign mode that follows the narrative of the game through five huge,,Take on the alien enemies - the 'webber' alien and endure dramatic encounters with shocking bosses,Epic single-player story mode - the single-player campaign mode that follows the narrative of the game through five huge,,,,,,,
