normal_image src,hover_image src,lazy_href,lazy_href href,part_number 2,key_details,key_details 2,key_details 3,key_details 4,key_details 5,key_details 6,key_details 7,key_details 8,final-price,text 3,key_details 9,key_details 10,key_details 11,key_details 12,key_details 13,key_details 14,key_details 15,key_details 16,ellip,morelink,morelink href,key_details 17,key_details 18,key_details 19
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjI4MDZ8aW1hZ2UvanBlZ3xoMjcvaGFmLzEyNjg2OTA3Mzc1NjQ2LmpwZ3xiNTc4ZTNiMmU3M2YwNTM4MDJiMmE0OTY3ZTIxN2I5ZjE2ZGM2ZDQ1NGQxMGFlNWJjNTc1ZmE2OGFhMDk4YmM4/24199307-BE1D-41BB-9251-964B3ABAAA43.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjIzOTZ8aW1hZ2UvanBlZ3xoODQvaDliLzEyNjg2OTA4ODgyOTc0LmpwZ3w5NjU3ODhmYzg3YzAxOTE3OWFkMjYzOTk3ZjZiZTU5YTkzNzg4MWUxYTg1ZWNkNGEzYjZjMGNiYzI2MDQzMWMz/DFB3C784-28D4-4D97-8C9A-F4D540B4417C.jpg,"Battle Chasers Nightwar - Mac, Windows",https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78019120,78019120,"Classic turn-based combat inspired by the console RPG greats, with a unique overcharge mana system and incredible Battle Bursts","Explore an overworld peppered with hidden dungeons, rare bosses and randomly appearing friends and foes","Action oriented, randomly generated dungeons loaded with traps, puzzles and secrets",Use each hero's unique dungeon skills to survive,"Build your adventuring party by choosing three of six available heroes from the classic Battle Chasers comic series, each with uni",,,,$29.99,$0.90,"Classic turn-based combat inspired by the console RPG greats, with a unique overcharge mana system and incredible Battle Bursts","Explore an overworld peppered with hidden dungeons, rare bosses and randomly appearing friends and foes","Action oriented, randomly generated dungeons loaded with traps, puzzles and secrets",Use each hero's unique dungeon skills to survive,"Build your adventuring party by choosing three of six available heroes from the classic Battle Chasers comic series, each with uni",,,,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78019120,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTE5MHxpbWFnZS9qcGVnfGgwZS9oY2QvMTEwNjI1MTM3OTUxMDIuanBnfDIyMTA2MjkyYjc3MmI1N2ZhZjU3NTYyZDJkNzM4YWE2MWZiNjZlYTg5MDJmMmQ0N2FlNWViMzE5NTk2ZGFjM2U/DBCF448A-91C0-4DF3-9946-9930E8BE8133.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTI5MjJ8aW1hZ2UvanBlZ3xoYjcvaDBjLzExNjA5NTEwODcxMDcwLmpwZ3xkNjEwY2IyNDE2NmI1NjJhN2U0NjI3MjlhMzAyMjQxMDE2N2ZkYzFlY2Y0NTFjNmMzY2VhZjE4YjQyZGI3Mzk2/484FF187-9B59-4DD8-9F4C-2446B21C4E7C.jpg,GreedFall - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78015487,78015487,Engage in a core roleplaying experience,Complete freedom in character progression,Delve into a mysterious world of magic,Activation Instructions,Notice: Activation key must be used on a valid Steam account. Requires an internet connection.,1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.,3. Follow the onscreen instructions to complete the process.,$34.99,$1,Engage in a core roleplaying experience,Complete freedom in character progression,Delve into a mysterious world of magic,Activation Instructions,Notice: Activation key must be used on a valid Steam account. Requires an internet connection.,1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.,3. Follow the onscreen instructions to complete the process.,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjA2NDB8aW1hZ2UvanBlZ3xoMjYvaGZlLzEyNjg3MzI5NzU1MTY2LmpwZ3wxMTUxODY0ZDc1MTRmOWU2YzA3NWVjNWRmNTkwMDY4YTg3ZWUyNjU0MTgxMDQxNGYwOWZjYjgxZGFkZWE3NzVl/74F8ACA2-943C-4157-AECD-77740A3991E9.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjA2NDB8aW1hZ2UvanBlZ3xoMjYvaGZlLzEyNjg3MzI5NzU1MTY2LmpwZ3wxMTUxODY0ZDc1MTRmOWU2YzA3NWVjNWRmNTkwMDY4YTg3ZWUyNjU0MTgxMDQxNGYwOWZjYjgxZGFkZWE3NzVl/74F8ACA2-943C-4157-AECD-77740A3991E9.jpg,"Roguebook Deluxe Edition - Mac, Windows, Linux",https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78023106,78023106,6 hero pairs,Maximize synergies,Strategic battles,Dynamic deckbuilding,Relics with unique powers,"More cards, more power",The Book changes each time you open it,Paint the world,$34.99,$1,A range of encounters,Hours and hours of fun,NOTICE:,Progress at your own pace,20 difficulty levels,6 hero pairs,Maximize synergies,Strategic battles,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78023106,Dynamic deckbuilding,Relics with unique powers,"More cards, more power"
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTcxMjV8aW1hZ2UvanBlZ3xoZjAvaDlhLzEyNjg3MDY0OTI0MTkwLmpwZ3w5MjQ5YmE5Y2JkNTJkZTJiN2UzOTJiMjhjNjI0YWU2NjNhYWI5NTg2ZTYyYWE5MjU0NmYzMTY5YmVjZWIzOWQ5/AA62A788-B724-42B2-8FC3-6BF058743430.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTcxMjV8aW1hZ2UvanBlZ3xoZjAvaDlhLzEyNjg3MDY0OTI0MTkwLmpwZ3w5MjQ5YmE5Y2JkNTJkZTJiN2UzOTJiMjhjNjI0YWU2NjNhYWI5NTg2ZTYyYWE5MjU0NmYzMTY5YmVjZWIzOWQ5/AA62A788-B724-42B2-8FC3-6BF058743430.jpg,"Hellpoint - Mac, Windows, Linux",https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78024457,78024457,"Massive, interconnected world full of mysteries, hidden passages and secrets within secrets - all for you to explore in any order you like",More dread and shivers await you as you travel deeper into the darkest corner of this forsaken colony,Dozens of melee and ranged weapons and armor pieces to suit your playstyle,Every weapon has unique special abilities that unlock the more you fight with them,"A fascinating sci-fi universe reminiscent of classic sci-fi movies, set in the aftermat",,,,$34.99,$1,,,,,,"Massive, interconnected world full of mysteries, hidden passages and secrets within secrets - all for you to explore in any order you like",More dread and shivers await you as you travel deeper into the darkest corner of this forsaken colony,Dozens of melee and ranged weapons and armor pieces to suit your playstyle,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78024457,Every weapon has unique special abilities that unlock the more you fight with them,"A fascinating sci-fi universe reminiscent of classic sci-fi movies, set in the aftermat",
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjY1MjR8aW1hZ2UvanBlZ3xoOGIvaGUzLzExNjA5NTc0NDQwOTkwLmpwZ3xkMTMzNWJhNjdiZjJlNmM5ZmIxMGZmYTFkZTRkNDE2OTM0NzdkNzFkMWJiNzYyNWQxMjE4MTM4MTU5NDZiYzVl/B5EEFBCA-5D6E-4B8B-BFF5-8B1C9B73FE4D.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjY1MjR8aW1hZ2UvanBlZ3xoOGIvaGUzLzExNjA5NTc0NDQwOTkwLmpwZ3xkMTMzNWJhNjdiZjJlNmM5ZmIxMGZmYTFkZTRkNDE2OTM0NzdkNzFkMWJiNzYyNWQxMjE4MTM4MTU5NDZiYzVl/B5EEFBCA-5D6E-4B8B-BFF5-8B1C9B73FE4D.jpg,Borderlands The Pre-Sequel - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Shooter/78015462,78015462,Explore a glitzy new galaxy destination packed with unique zones worthy of Handsome Jack's lavish lifestyle and dirty dealings,Join Moxxi's crew of eccentric characters and pull off the ultimate casino heist in a series of thrilling campaign missions,Discover hidden secrets and strange happenings in The Handsome Jackpot via fresh side missions and Crew Challenges,"Get a blast from Pandora's past when you battle the Hyperion forces that outlived Handsome Jack, including never-before-seen enemi",,,,,$39.99,$1,Explore a glitzy new galaxy destination packed with unique zones worthy of Handsome Jack's lavish lifestyle and dirty dealings,Join Moxxi's crew of eccentric characters and pull off the ultimate casino heist in a series of thrilling campaign missions,Discover hidden secrets and strange happenings in The Handsome Jackpot via fresh side missions and Crew Challenges,"Get a blast from Pandora's past when you battle the Hyperion forces that outlived Handsome Jack, including never-before-seen enemi",,,,,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Shooter/78015462,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTc1Njl8aW1hZ2UvanBlZ3xoZGEvaGY3LzExNzIzNzMxNzYzMjMwLmpwZ3w2MGQyZTA0YTZlNmYwOWQwNDRjYzZkYzc5NGViMzJjZjQ1NjhlMjI2Mzg0MTg1NWRlM2JkZjNjMWQ3ZTc1OWVh/CA69DEBE-7A5E-4DBF-A1ED-C8932B9AD276.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTc1Njl8aW1hZ2UvanBlZ3xoZGEvaGY3LzExNzIzNzMxNzYzMjMwLmpwZ3w2MGQyZTA0YTZlNmYwOWQwNDRjYzZkYzc5NGViMzJjZjQ1NjhlMjI2Mzg0MTg1NWRlM2JkZjNjMWQ3ZTc1OWVh/CA69DEBE-7A5E-4DBF-A1ED-C8932B9AD276.jpg,"Empire of Sin - Mac, Windows",https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78016436,78016436,Build a crime empire,Defend and expand territory,"Living, breathing world",Wield your influence,Multiple victory strategies,Activation Instructions,1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.,$39.99,$1,Build a crime empire,Defend and expand territory,"Living, breathing world",Wield your influence,Multiple victory strategies,Activation Instructions,1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.,,,,3. Follow the onscreen instructions to complete the process.,,3. Follow the onscreen instructions to complete the process.
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjI1NzV8aW1hZ2UvanBlZ3xoMjQvaDBhLzExNjQ4MTkzNzI0NDQ2LmpwZ3wxZTlhNzI5NzlhY2RhYmVhZDEyYTFjZTU2NmNkYWE1NTMzZThmOGE0MjlhZDgwMmQxZDM4MmUzNWJiOGUxMjdi/B1C098F8-E3AB-404B-BB78-5DBDB404DA55.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjI1NzV8aW1hZ2UvanBlZ3xoMjQvaDBhLzExNjQ4MTkzNzI0NDQ2LmpwZ3wxZTlhNzI5NzlhY2RhYmVhZDEyYTFjZTU2NmNkYWE1NTMzZThmOGE0MjlhZDgwMmQxZDM4MmUzNWJiOGUxMjdi/B1C098F8-E3AB-404B-BB78-5DBDB404DA55.jpg,"Indivisible - Mac, Windows, Linux",https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78017020,78017020,Unique hybrid design,Explore Loka,Huge character roster,Hand-drawn and hand-animated,Legendary music score,"Beautiful, animated opening",Activation Instructions,NOTICE: Activation key must be used on a valid Steam account. Requires an Internet connection.,$39.99,$1,Unique hybrid design,Explore Loka,Huge character roster,Hand-drawn and hand-animated,Legendary music score,"Beautiful, animated opening",Activation Instructions,NOTICE: Activation key must be used on a valid Steam account. Requires an Internet connection.,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTk1NDh8aW1hZ2UvanBlZ3xoZmEvaGRmLzExNjA2MTI2ODU0MTc0LmpwZ3w0MTM1MzFlMWNlY2RiZjc1NWI3YmUxZTQ3NGUyZDcxMGYzOTNhODViYjYzNDJkMWYwNTJlZWQ1NjlkOTNmYjgy/EB016D2C-7739-4B06-A03D-12AE6DA5998A.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTc4MjN8aW1hZ2UvanBlZ3xoMWYvaDA0LzExNjA2MTI3MDUwNzgyLmpwZ3xiODRiZTc1MWQ5ODlmMmU0ZDUzNDQ1Y2Q2Y2I1YjI0OWZkNTM0NGNiYjk1NjhlMzE3NmYxNDgwZWEwNDA4YjY2/4D69D5F0-9610-485B-BE55-F9E2B8E8F453.jpg,Wolfenstein Youngblood Deluxe Edition - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Action/78015581,78015581,Activation instructions,Notice: Activation key must be used on a valid Bethesda account. Requires an internet connection.,1. Navigate to your Bethesda.net account and sign in.,2. Click Redeem Code on the left side of the screen.,3. Enter your code and click Redeem.,,,,$39.99,$1,Activation instructions,Notice: Activation key must be used on a valid Bethesda account. Requires an internet connection.,1. Navigate to your Bethesda.net account and sign in.,2. Click Redeem Code on the left side of the screen.,3. Enter your code and click Redeem.,,,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTYwMDZ8aW1hZ2UvanBlZ3xoZmIvaGZjLzExNjA1OTM4OTI5Njk0LmpwZ3w4MmEyYjU1ZjdmY2QyMTgyYzliZDQ2MDQ4MDYwY2ExODNlYzFkMGI3YmQ5OTY2OWYyNDlmNzRlMTU3NmJiOTE0/78327B15-437E-4FF8-A7A3-E2226CC55FE3.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjY1MDR8aW1hZ2UvanBlZ3xoNmUvaGU5LzExNjA1OTM5MTI2MzAyLmpwZ3w5NDQxOWYzNDRlY2U5NzZmZTg1ZjRkZmY5NmMwY2QwN2E2ZDVmY2YxMzI5MTY3N2YxNDI0MGE2NDU5NzZkZDEw/16B55A31-48A4-43C7-811B-07CF700D3CA3.jpg,The Elder Scrolls V: Skyrim Legendary Edition - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78015574,78015574,Epic fantasy reborn,"Live another life, in another world",You are what you play,Dragons return,Activation Instructions,Notice: Activation key must be used on a valid Steam account. Requires an internet connection.,1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.,$39.99,$1,Epic fantasy reborn,"Live another life, in another world",You are what you play,Dragons return,Activation Instructions,Notice: Activation key must be used on a valid Steam account. Requires an internet connection.,1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.,,,,3. Follow the onscreen instructions to complete the process.,,3. Follow the onscreen instructions to complete the process.
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTc2MzF8aW1hZ2UvanBlZ3xoZDIvaDMwLzExMDYyNDg4OTI0MTkwLmpwZ3xhNmQwNGNjMDM2Y2FjYTRiYjg4Njg5ZDI3MTYzYWJlYWJlOGY3Yzc1Zjg4MjExNGNjOWNhNzkwNmUxNzQ5Mzk4/F4D63839-120D-443A-8B90-2F19E354DD9D.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTc2MzF8aW1hZ2UvanBlZ3xoZWEvaGIyLzExNjA5NTk0ODIyNjg2LmpwZ3w4YTk5YTFlNGJhODMwMjVlMDE4YWMzYTM0ZTliMTUxYzU0MWY1ZTc5ZGVmM2JiNDZmMGRiMDFmNWU1YjFlODQ4/F4D63839-120D-443A-8B90-2F19E354DD9D.jpg,Borderlands 2 Game Of The Year Edition - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Shooter/78015456,78015456,Activation Instructions,"Note: Activation key must be used on a valid Steam account, requires an internet connection.",1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.,3. Follow the on-screen instructions to complete the process.,,,,$39.99,$1,Activation Instructions,"Note: Activation key must be used on a valid Steam account, requires an internet connection.",1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.,3. Follow the on-screen instructions to complete the process.,,,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTgwMjh8aW1hZ2UvanBlZ3xoMjgvaDg1LzExNzU2MDQwMTI2NDk0LmpwZ3xlNDM2NTcwZTQ0N2U0OTU3ZTJlYTc1ZjU0ZTliNzNkODU4MjczY2I4OTc2YThkNzA2YmFiNmQyMmY5MmQ2YWNk/35FF614D-A475-49CF-8BF8-B35FF387785C.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTgwMjh8aW1hZ2UvanBlZ3xoMjgvaDg1LzExNzU2MDQwMTI2NDk0LmpwZ3xlNDM2NTcwZTQ0N2U0OTU3ZTJlYTc1ZjU0ZTliNzNkODU4MjczY2I4OTc2YThkNzA2YmFiNmQyMmY5MmQ2YWNk/35FF614D-A475-49CF-8BF8-B35FF387785C.jpg,Maneater - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78019053,78019053,Unique story,"Diverse, compelling combat",Evolve into a legend,Explore the gulf,Activation Instructions,NOTICE: Activation key must be used on a valid Steam account. Requires an Internet connection.,,,$39.99,$1,Unique story,"Diverse, compelling combat",Evolve into a legend,Explore the gulf,Activation Instructions,NOTICE: Activation key must be used on a valid Steam account. Requires an Internet connection.,,,,,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjAxMjB8aW1hZ2UvanBlZ3xoMDUvaDI2LzExNjA5NTY0NDc5NTE4LmpwZ3wyOTNmYTE0YzM3NDhlOGY5MjVmYWQ0NWYwZjY0OWM5NzRiZmJjZDFjYmY0YjYzN2I2ZWE2YTc0MGIzOGE4YTIw/6C440D7F-97FC-42A9-8A78-7FE7A7D30F5D.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjAxMjB8aW1hZ2UvanBlZ3xoMDUvaDI2LzExNjA5NTY0NDc5NTE4LmpwZ3wyOTNmYTE0YzM3NDhlOGY5MjVmYWQ0NWYwZjY0OWM5NzRiZmJjZDFjYmY0YjYzN2I2ZWE2YTc0MGIzOGE4YTIw/6C440D7F-97FC-42A9-8A78-7FE7A7D30F5D.jpg,Bloodstained Ritual of the Night - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78015465,78015465,"Spice up your matches with teams made up from a combination of different races, or go wild and lead a team of All-Star Players",A wealth of features and options for multiplayer will expand the possibilities offered to communicate with other players,Activation Instructions,1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.,3. Follow the onscreen instructions to complete the process.,,,$39.99,$1,"Spice up your matches with teams made up from a combination of different races, or go wild and lead a team of All-Star Players",A wealth of features and options for multiplayer will expand the possibilities offered to communicate with other players,Activation Instructions,1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.,3. Follow the onscreen instructions to complete the process.,,,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78015465,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8OTE5MHxpbWFnZS9qcGVnfGg1My9oOTYvMTEwNjI1MDczMDcwMzguanBnfGQwM2I3YjEwNjgyNmY1ZmM0NGQzMGRhODc3YWY5NDNlYjcwNzA0ZTUyMzY2M2MzODM3ZGRjOWRjYTlhMzQwODE/DBCF448A-91C0-4DF3-9946-9930E8BE8133.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTc2NDB8aW1hZ2UvanBlZ3xoNDkvaDcyLzExNjA5NDc3NzA5ODU0LmpwZ3w1ZjdkMDA5ZGNhZTU5YTIzMGI0NjgzYzJiZGRlYWI4NWFkZWYzMzUwZjI4NzQ2OTkwNTI2MjgwOWMzODk3MTAz/E55F289F-1AB7-49D5-A466-DABF374EFB90.jpg,"Dying Light - Mac, Windows, Linux",https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78015502,78015502,Welcome to the quarantine,Vast open world,Night changes the rules,Parkour-style movement,"Brutal, visceral combat",Firearms - powerful but noisy,Craft your weapons,Be the quarantine hero,$39.99,$1,Welcome to the quarantine,Vast open world,Night changes the rules,Parkour-style movement,"Brutal, visceral combat",Firearms - powerful but noisy,Craft your weapons,Be the quarantine hero,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78015502,Choose your play style,Hours of gameplay,Choose your play style
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTAxMTZ8aW1hZ2UvanBlZ3xoODYvaGJiLzExNjA2MTcwMTA3OTM0LmpwZ3w3NmQyYmU4YTEzYjM1ODdjNjIzNDNlNTQ2YjBiYzk1YjZmYjUyOTIyMGE3MDcxOTY5MTY5OTc5ODMyOGM0NWE0/6C31DAAA-2DCF-481A-9CBA-BEAEBCB001A9.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTM2MzR8aW1hZ2UvanBlZ3xoNjQvaDc5LzExNjA2MTcwMzA0NTQyLmpwZ3w2YTM3YjdhNTE4NjQ0NTE3ZGYwMDliYzA5MTc0YTRmZDY1Y2YxMDEyMzIyZGE2YWU1NGVjZmJjNjYyYTMxMTVj/8E718B3A-5C61-43BA-9E25-6803F5DB2D80.jpg,Vampyr - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78015593,78015593,Fight and manipulate with supernatural abilities,Be the savior and the stalker,A web of interconnected citizens reacts to your decisions,Activation Instructions,Notice: Activation key must be used on a valid Steam account. Requires internet connection.,1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.,3. Follow the onscreen instructions to complete the process.,$39.99,$1,Fight and manipulate with supernatural abilities,Be the savior and the stalker,A web of interconnected citizens reacts to your decisions,Activation Instructions,Notice: Activation key must be used on a valid Steam account. Requires internet connection.,1. Launch the Steam client software and log into your Steam account.,2. Click the Games Menu and Activate a Product on Steam.,3. Follow the onscreen instructions to complete the process.,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78015593,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTgwNTZ8aW1hZ2UvanBlZ3xoN2MvaDg5LzEyNDM1Njk4MTU1NTUwLmpwZ3wzMmIyMGZlYzEyMjBhMGEwYzRjNWUyNTVmYmU4OTQxMzIxNDBkMWM5YjRjODBkNzM1NDk4Yjg2NzBkOTlhZWQ3/890E65F0-75E2-48A4-AD86-2EF01BDCC398.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTgwNTZ8aW1hZ2UvanBlZ3xoN2MvaDg5LzEyNDM1Njk4MTU1NTUwLmpwZ3wzMmIyMGZlYzEyMjBhMGEwYzRjNWUyNTVmYmU4OTQxMzIxNDBkMWM5YjRjODBkNzM1NDk4Yjg2NzBkOTlhZWQ3/890E65F0-75E2-48A4-AD86-2EF01BDCC398.jpg,SNIPER Ghost Warrior Contracts 2 - Windows,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Shooter/78063813,78063813,"Eliminate a wide array of targets, using a mixture of close-quarter combat, and extreme long-range sniping as a contract assassin",Employ tactical decisions and stealth techniques to overcome a variety of challenges across the dramatic single-player campaign,"Explore 5 distinct, extensive maps in the Middle East conflict zone","Execute 20 more contracts, in addition to completing a range of side operations","Master an expert sniping experience, featuring a wide selection of realistic weapons and",,,,$39.99,$1,"Eliminate a wide array of targets, using a mixture of close-quarter combat, and extreme long-range sniping as a contract assassin",Employ tactical decisions and stealth techniques to overcome a variety of challenges across the dramatic single-player campaign,"Explore 5 distinct, extensive maps in the Middle East conflict zone","Execute 20 more contracts, in addition to completing a range of side operations","Master an expert sniping experience, featuring a wide selection of realistic weapons and",,,,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Shooter/78063813,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTc4NDV8aW1hZ2UvanBlZ3xoMmIvaDIzLzExNjA5NDAyNDA4OTkwLmpwZ3xmNWMwM2MwNGJhMmY1NWNlMWE3NDRhODQzY2I0NTczODMwMDY3ZmQ2ZGY1OTQxNTI0ZDhhYWYxNDMwNDE5MmNl/0E6EFF5E-5DF7-4C5F-A5D8-9FC59D0AEC78.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTc4NDV8aW1hZ2UvanBlZ3xoMmIvaDIzLzExNjA5NDAyNDA4OTkwLmpwZ3xmNWMwM2MwNGJhMmY1NWNlMWE3NDRhODQzY2I0NTczODMwMDY3ZmQ2ZGY1OTQxNTI0ZDhhYWYxNDMwNDE5MmNl/0E6EFF5E-5DF7-4C5F-A5D8-9FC59D0AEC78.jpg,"The Elder Scrolls Online: Greymoor - Collector's Edition Upgrade - DLC - Mac, Windows",https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78015527,78015527,A new year-long adventure awaits,Skyrim like you've never seen before,New world events and gameplay systems,A new elder scrolls online chapter for everyone,Activation Instructions,Notice: Requires the base game The Elder Scrolls Online in order to play. Activation key must be used on a valid Bethesda account. Requires internet connection.,1. Navigate to your Bethesda.net account and sign in.,2. Click Redeem Code on the left side of the screen.,$39.99,$1,A new year-long adventure awaits,Skyrim like you've never seen before,New world events and gameplay systems,A new elder scrolls online chapter for everyone,Activation Instructions,Notice: Requires the base game The Elder Scrolls Online in order to play. Activation key must be used on a valid Bethesda account. Requires internet connection.,1. Navigate to your Bethesda.net account and sign in.,2. Click Redeem Code on the left side of the screen.,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78015527,3. Enter your code and click Redeem.,,3. Enter your code and click Redeem.
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTc0MjB8aW1hZ2UvanBlZ3xoMmUvaDZkLzExNjA2MjMyMjM2MDYyLmpwZ3w0Njg5MjRiOWJhZGI2NjkxYWRhZjRkMzEzNGY0ZDEzY2Y4YTk4ZWM5MDUyZjZhZjM4YTIwNzU2NzBmMDUwOGQ5/0D1E12D6-3830-4221-8D34-7FDAEFCE71C3.jpg,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MTc0MjB8aW1hZ2UvanBlZ3xoMmUvaDZkLzExNjA2MjMyMjM2MDYyLmpwZ3w0Njg5MjRiOWJhZGI2NjkxYWRhZjRkMzEzNGY0ZDEzY2Y4YTk4ZWM5MDUyZjZhZjM4YTIwNzU2NzBmMDUwOGQ5/0D1E12D6-3830-4221-8D34-7FDAEFCE71C3.jpg,"Pillars of Eternity II Deadfire - Mac, Windows, Linux",https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78015617,78015617,The first computer role-playing game set in the Pathfinder universe,Gameplay and atmosphere inspired by unforgettable classics like Baldur's Gate,"Kingdom development, including the ability to shape the world with decisions made either as a wise and righteous king or as an evil tyrant","A dynamic world with highly detailed locations to explore, day-night cycle, changing seasons and weather system",Activation Instructions,Notice: Activation key must be used on a valid Steam account. Requires an,,,$39.99,$1,The first computer role-playing game set in the Pathfinder universe,Gameplay and atmosphere inspired by unforgettable classics like Baldur's Gate,"Kingdom development, including the ability to shape the world with decisions made either as a wise and righteous king or as an evil tyrant","A dynamic world with highly detailed locations to explore, day-night cycle, changing seasons and weather system",Activation Instructions,Notice: Activation key must be used on a valid Steam account. Requires an,,,...,See More Details,https://www.lenovo.com/us/en/p/accessories-and-software/video-games/Video-Games_Role-playing/78015617,,,
